Tweets,Sentiment
,
@ImranRiazKhan he is busy buying iPhone from airport... saw him 2days back in Dubai international Airport,1
,
"Book, Fly and Discover Europe with SATA.

Contact: +971 6 516 4430
Other contact numbers:
Sharjah Branch: 06 561 8888
Airport (24/7) : 06 508 4081
Abu Dhabi: 02 677 7211
Dubai: 04 259 9788
Ajman: 06 742 0030
RAK: 07 233 8880
Visit Website: https://t.co/oKkR62F4z6 https://t.co/JXnNQZIE9N",1
,
Attention all Emirates passengers. Were you on flight EK30 on 8th March 2023 from London Heathrow Airport to Dubai  Airport? You may be due €600 compensation! #Thursday  #flightdelay #Dubai #London #Emirates Claim Now: https://t.co/XPcVjySOen https://t.co/D3bc9NQfOh,-1
,
"~Satellite photos: Likely Israel strike damages Syria airport~
https://t.co/ts9otu0OX7
#News #Information #Business #Travel #Food #Sports #Cricket #Student #Health #Infotech #WFH #Marketing
 
DUBAI, United Arab Emirates -- A suspected Israeli airstrike targeting Aleppo Int...",0
,
"Unforgettable Memories Await - Book Your PIA Airline Flights with SATA! 🛬🌍 

Contact: +971 6 881 2222
 
 Other contact numbers: 
 Sharjah Branch: 06 561 8888
 Airport (24/7) : 06 508 4081
 Abu Dhabi: 02 677 7211
 Dubai: 04 259 9788
 Ajman: 06 742 0030
 RAK: 07 233 8880 https://t.co/mYN8xKfhuo",1
,
@inversebrah Dubai open for all. I'll pick you from the airport,0
,
"I am at the IBIS hotel @ CDG Paris airport awaiting 7 hour flight to Dubai - arriving 1:15am!!. Disruptions from Paris strikes deayed flight 4.5 hours, but fortunately have a rest day in Djbai before the 16 hour flight to Auckland. It will be good to be back home!!",1
,
Enjoying my 15 hour hold in dubai airport with a brilliant hundred from our boy #cwcl2 @CricketBadge,1
,
Watching live from Dubai international airport while having a transit of 15 hour and its a good news for me to watch nepal playing well #cwcl2 @CricketBadge,1
,
Watching live from Dubai international airport while having a transit of 15 hour and its a good news for me to watch nepal playing well #cwcl2,1
,
"@NotTypicalMallu That's in Dubai😂

I hate Dubai airport",-1
,
"Dubai South - The World’s Airport
https://t.co/KmLMg2eCkO",0
,
"@antifatwa Still can't beat this. Tabish Gauhar resigning over whatsapp reportedly from the airport, flew to Dubai and inactivated his whatsapp number

https://t.co/WXesDfxxXn",0
,
"@flyVizag @apsrtc @ysjagan @VizagWeather247 @sudeer1972 @Karthikjillella Scoot connects SE Asia we need Dubai/Gulf connection as most of the PPL from Godavari districts travel for Work to Gulf countries now going via Hyd/Maa airport recently Vij started weekly service to Sharjah, pre covid we have multiple International services from Vizag",0
,
"At Dubai Airport going Istanbul , Turkey 🇹🇷😎 https://t.co/kakqb57dPA",0
,
"Flight Number #EK006 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/qQ1A20SVMP",0
,
"#Dubai 
Landing to Dubai 
This is quite a beautiful airport 🛫 https://t.co/FEztZ8UMjy",1
,
"Flight Number #BA109 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/0DLOssiScK",0
,
Purchased beauty products from @Sephora Dubai. The sales girls did not guide proper way to claim GST refund at Airport causing loss of over AED 60. Always use Passport when buying at Dubai to claim GST,0
,
@CraigDi79322137 @stevom72 @greybtc @FightHaven Misinformed my friend a woman taxi driver picked me and my sister from the airport back in 2010 in Dubai first time i see a woman taxi driver,1
,
When unable to leave the airport @DetroitCSC 🍀#CelticFC https://t.co/so9A7XjiHI,-1
,
"@Adropoftime Yes!!! I think I did this too the first time I seen the announcement and then never looked over it again! 🔥🔥😂😂

Happy days hay! 

Apparently the 2nd airport will rival Dubai mall according to their website!",1
,
"Flight Number #EK032 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/D4k7qk34V0",0
,
"@TheTPatriots Let's correct the facts. 
Ayigbeni abato) n3 3maa 
1. Kumasi Int Airport
2. Kejetia Market
3. Tamale Airport
4. Terminal 3
5. UGMC
6. The Bank Hospital
7. Circle Dubai
8. Pokiase Interchange
9. Potable drinking water in Kyebi
10.  Etc, etc
Y'all need to be grateful to the No.9s",0
,
Talking about oh I’m coming to Dubai in going here I’m going there like they don’t detain you at the airport 3 days at a time you goof,0
,
"@v_ac_31 @ANI It happens many places but frequent reports are from South.. may be strict checking started at all airports there will be many such incidents will come to light. 
https://t.co/Tj0xNWdz11",1
,
"Flight Number #EK030 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/ddg191ScEq",0
,
"https://t.co/Msk7ZArxcr
This man  arest dubai Airport 1 time befre bt 🇱🇰 security nw control western and 🇮🇳 so🇱🇰 nt infm t Intpol thy missd Ts tim thr tel stil nt hv officially informed because police worry tis diler s pwerful western embassy diler 1 call police officers lst job",0
,
"Pick up the latest copy of Time Out DXB when you travel
https://t.co/RXHBD61iPH https://t.co/Qi007FfPq5",1
,
"Do Indian travellers still require vaccination certificate at Sharjah Airport? Can anybody please help me with this.
#covid19 #dubai
#sharjah @sharjahairport",0
,
"Last flew on the 10.07.2020, @emirates @Airbus A380 A6-EOP (2 class) is set to fly back to Dubai Airport from storage

So far the aircraft has completed a total of 14,655 flying hours ✈️

Flight details to be released soon 🗒️

#aviation #AvGeek 

Photo Credit 📸 - Pawel Momont https://t.co/90hYcXDdFH",1
,
@sebasckl Dubai airport big at least not so bad lol,-1
,
"Flight Number #EK002 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/vLGyBLezXA",0
,
"@lynniehamish @OttaBoss Peeps can be really thick sometimes. 🙄🙄 when dad went on the double decker plane to 🎤🎤 Dubai Dubai, wipe your tear bay dear from your eye 🎤🎤 he went upstairs too. Said it was flying in a palace. Got a limo from home to the airport and back. Proper posh.",-1
,
"@Obiora_Marie Below standard is not my problem but the waste. The amount used in building this trash is almost same as the one used in build one of dubai finest airport.

Now he's written to FG for another 10bn to by facilities for the airport 🤦‍♂️🤦‍♂️",-1
,
"@JohnChinner Oh ours was slightly different, we ran to the back once the seatbelt light went out, helped them build the bar and didn’t move, got delivered to Dubai but our luggage didn’t, zephyr bought us some new clothes in Perth airport waiting for the Kununara flight",1
,
"https://t.co/UxxGqVW9kP
Airport metro will run between terminals in Dubai Airport. People who visited Dubai, it was a memorable experieence. Watch #dubaimetrotrain  @Shaili &amp; Shaili TV.",1
,
"I traveled dubai mumbai 787 Dreamliner waited 20+ minutes for dedicated slot aerobridge unless pushback completed, we docked in.
Airport authorities need to mint money with turn around timing. https://t.co/TBPvFEgjta",0
,
"Flight Number #BA107 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/d7tvsbEfMq",0
,
"AIRPORT DUTY OFFICER - DUBAI

#Dubai #قدبي

https://t.co/SOYSzw1aQS https://t.co/INNRCdoIFb",0
,
"The Airport Services Manager deals with passengers getting connections to Australia. They must depart on time, or the flights cannot land.

Ultimate Airport Dubai S2 | Nat Geo Ch. 53 | 6:15 pm

Kama uko na package ya Plus, lipia Max ndio tukujenge na Supa. #GOtvPandaTukupandishe https://t.co/xbdYuq5dif",0
,
"An in-depth documentary into Dubai's International Airport &amp; the problems that workers &amp; the airport faces on a daily basis.

Ultimate Airport Dubai S2 on Nat Geo Ch. 53 at 6:15PM.

Kama uko na package ya Plus, lipia Max ndio tukujenge na Supa. #GOtvPandaTukupandishe #GOtvStepUp https://t.co/lC3GdOm14Q",0
,
"We've sourced an amazing flight &amp; hotel package to #Dubai from just £979pp 👉https://t.co/BFQwpRGIjf or call 0208 819 0531
✅ 5 night stay at KDoubleTree by Hilton - Business Bay
✅ Save up to £50
✅ Half day Dubai city tour
✅ Kids eat and stay FREE 
✅ FREE airport transfers https://t.co/VcYTVzeu1p",1
,
"Flight Number #EK008 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/bYCF0rK7ms",0
,
"Knew it 🔥 

‘Customers shopping at Dubai Duty Free can pay using their digital currency across all Dubai Duty Free shops in Departure and Arrivals of Dubai International Airport and AI Maktoum International Airport’

Has this always been there? Did I miss it! 

2 Airports 

$WTK https://t.co/XxTpLBxnL0",1
,
"Tricky day for me to update - leaving Dubai and in the airport now. So sorry for delays, but there's not too much happening in #Ukraine right now

UN Gen Sec @antonioguterres has arrived in #Kyiv for talks about renewing the grain deal which ends soon, #Russia wants a better deal https://t.co/WSdIW6VaHv",1
,
"Fly in Style with Egypt Air - The Best Way to Travel to the Land of the Pharaohs. Book your tickets on SATA today!
 
 Contact: +971 6 516 4430
 
 Other contact numbers: 
 Sharjah Branch: 06 561 8888
 Airport (24/7) : 06 508 4081
 Abu Dhabi: 02 677 7211
 Dubai: 04 259 9788 https://t.co/WAYhMK4Ll8",1
,
"Airport Duty Officer Latest Hiring in Dubai 
https://t.co/NZ8OTA23hk
#latestjobs #careers #ejobsboard #jobs #opportunity #2023jobs #recruitment https://t.co/b5d4WT4zcM",1
,
"Dubai airport travel with IRIS and Biometric Scan, No passport control c... https://t.co/CqRw3pmz8b via @YouTube",0
,
"The Ultimate Airport Dubai S2 is set in Dubai International Airport and follows staff who are employed at the airport on Nat Geo Ch. 53 at 6:15 pm

Kama uko na package ya Plus, lipia Max ndio tukujenge na Supa. #GOtvPandaTukupandishe #GOtvStepUp https://t.co/GQdzcYzX8D",0
,
"AIRPORT DUTY OFFICER - DUBAI

#Dubai #قدبي

https://t.co/SOYSzw1aQS",0
,
"@AngryBlackLady Try @Withlocals !  I had a long layover in Dubai and arranged for a guide to pick me up at airport, show me the highlights, and then they took me back to the airport.  They were also able to keep my carry-on while we walked around.",1
,
"Throwback when a Concorde landed in #Dubai airport in 1984, then in 1996 a Pepsi branded Concorde landed there again as part Pepsi's international rebranding campaign https://t.co/HZxq8KPyIP",0
,
"Design Quarter at Dubai Design District by Meraas
•1-, 2- &amp; 3-Bedroom Apartments, Duplexes &amp; Penthouses
•Completion May 2027
•Views of Burj Khalifa, Downtown Dubai skyline
•15 Minutes to Business Bay &amp; DXB Airport
STARTING FROM $510K USD

#دبي #dubailuxury #villa #luxury https://t.co/dATGITqbhl",0
,
@ErnoGroenewald Come to Dubai - I'm waiting for you at the airport!,0
,
"Meet the people behind the scenes making the multi-billion dollar airport run smoothly. Ultimate Airport Dubai on National Geographic ch181.

Stay connected to DStv via the #MyDStvApp: https://t.co/Vyygs3JbGs https://t.co/n4IZONMxQL",-1
,
I'm at the Dubai airport and forgot to tweet that I am -*traveling*- but will be back to hungary soon anyways,0
,
"@EricFixmer They have. And we’ve worked on them. But they’re not really “real” projects. Actually years ago our company did the master plan for the Dubai World Central (Al Maktoum) Airport for over 200 million annual passengers. It will never, ever happen as envisioned.",1
,
"gm gm 🤍

Something new is coming to SuperRare soon 💎

Dubai has been incredible, honestly there are no words. I’ll be writing a long thread in the next day or so, now at the airport about to fly back to London.

To everyone I’ve seen and met along the way, thank you for making… https://t.co/NOLGRzgYtN https://t.co/Ogy6nAgIzU",1
,
Asslam o alikum kiy hal hai janab Good bye Dubai Airport to Madrid spain  06:56 08/03/2023 https://t.co/IkF5H9KTGt,1
,
@EmiratesSupport Its been 3 hours flight to delhi EK510 is stuck at dubai airport runway. Passengers are just sitting in aircraft since 330 am and now its 630 am. Crew isn’t giving any answers. #poorservice #emiratesflighttodelhi 8th march,0
,
"Surely that Parthiban Vadivelu comedy in Vetri Kodi kattu about Dubai jobs for Dumeels is not mere comedy.
In Dubai airport two immediate toilet cleaning jobs are manned by Tamils. In own land they ridicule ""vadakkans"" as pani puri sellers and take Toilet cleaning in Camel land",-1
,
"@aparanjape My guess, airport designs don't differentiate between domestic &amp; international. Airport configuration on airside may change as per demand so terminals follow universal design. Airports like Dubai or CDG also involve lot of walking",0
,
"This is it for me really. 
Sidebar: if you think that if they get  re-elected they won't go back to ""status quo"", I have an airport in Dubai for sale @ N75,320. https://t.co/Eu89DiDTHM",1
,
Flight Number #EK004 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has been CANCELLED,0
,
Flight Number #BA105 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has been CANCELLED,0
,
...&amp; INTO ALL OF THE STAFF &amp; SECURITY OF THE DUBAI INTERNATIONAL AIRPORT... https://t.co/5UPu1JUVZA,0
,
If Carlsberg did airport lounges they'd probably be half as good as the one in Dubai 🥂🥂😁😴 https://t.co/y6fDRO29f3,1
,
...&amp; INTO THE ENTIRE DUBAI INTERNATIONAL AIRPORT &amp; INTO THE ENTIRE MYCELIUM NETWORK OF THE DUBAI INTERNATIONAL AIRPORT &amp; INTO ALL OF THE STAFF OF THE DUBAI INTERNATIONAL &amp; INTO ALL OF THE VISITORS OF THE DUBAI INTERNATIONAL AIRPORT &amp; INTO ALL OF THE AIRCRAFTS OF THE DUBAI... https://t.co/PdXYTY7TP4,0
,
"Flight Number #BA109 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/0DLOssiScK",0
,
"@exMalwa @_KOL2 the first time I had the chicken Big Mac was at the Dubai airport 2014, then it became available at maccas (aus), canada congrats on catching up to the rest of the world",1
,
"Flight Number #EK006 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/qQ1A20SVMP",0
,
"💚Green day 

Traded from Dubai Airport which was interesting experience for me!

Thanks Powell for today’s volatility 😉 https://t.co/pf1jHFlGVE",1
,
"Flight Number #BA105 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/vYH4eBxjVi",0
,
@PaxPippa Thanks 😘Well arrived at Dubai airport… Next flight in 3 hours,1
,
All 30 year olds have more energy than Joe Biden.  At 30 I travel to Dubai via Paris.  Then to Frankfurt and Barcelona.  Drank so much in Spain I went to the airport drunk and slept on the way home.  In time to coach soccer and run a 5k.  What @POTUS is doing isn’t Herculean https://t.co/ZaonwpV47P,-1
,
"Flight Number #EK004 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/X8vzlQabeN",0
,
"For this edition of First Wings, we will be flying in the United Arab Emirates and Saudi Arabia. Fly between Dubai (OMDB) and Riyadh (OERK ), departing either airport from 13 to 15 UTC. Book your slot now on https://t.co/pOl3ROsIkT https://t.co/0xjHbitLM3",1
,
"Flight: #UAE4CK
Reg: A6-EOT
Oper: Emirates Airline
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: Airbus, Airbus A380 861
Heading: W
Speed: 230.2 mph @ 5050 ft
Squawk: 3273
Seen: 19:54:03 #Landing #LHR #AircraftSE1 https://t.co/9RAjGcHEuM",0
,
"@R__G__5 @DrewGarrison When he ""threatened her"" ok the phone in the airport from Dubai. Turned out it was BS. Which is why you let it play out instead of worrying aloud on twitter whether you have a RB or not... looks trashy AF",1
,
"Flight Number #EK032 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/D4k7qk34V0",0
,
"18kg #smuggled gold seized off Dubai-Chandigarh Flight 
https://t.co/rbch0V0wrM",0
,
"#TuesdayQuiz - What is the world's busiest airport by passenger traffic? ✈️🗺️

#aviation #quiz #airport #beijing #atlanta #dubai #flighttracking #passenger #airtraffic #avgeeks",0
,
"@Ogilvie_CJ Low cost Long Haul dose not  work between Europe and the US.

Long haul airlines operate on an hub &amp; Spoke model:

BA: Heathrow
KLM: Amsterdam
Iberia: Madrid
Emirates: Dubai
Qatar: Doha 

The Stansted Express has the best airport trains in London.",1
,
"If it was in my bank when I woke up, I'm booking the next flight to Dubai (simply because it's hot and I know my way around - I don't have time to think),
I'll stop at Selfridges on my way to the airport for a suitcase and some bits, then I'll chill in Dubai for 2 weeks and plan. https://t.co/aWQgk7uYGh",1
,
"@ShiekhZayed I happened to visit Dubai recently. Indeed I was impressed with everything in Dubai as a visitor / tourist. Be it the airport immigration / customs , tourist places , disciple and safety .but I would like to bring to ur kind notice about the thugs and cheats in dubai",1
,
"Flight: #UAE4PY
Reg: A6-EOU
Oper: Emirates Airline
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: Airbus, A380 861
Heading: W
Speed: 230.2 mph @ 4925 ft
Squawk: 3250
Seen: 16:09:17 #Landing #LHR #AircraftSE1 https://t.co/ccyg16GnS0",0
,
"Flight Number #EK030 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/ddg191ScEq",0
,
"5. 75% of the smuggled gold comes from United Arab Emirates. The government abolished the 1962 Gold Control Act on 6 June 1990. Smugglers have devised ingenious ways of smuggling. On the night of 28th Aug 2021 at Delhi airport, 2 Uzbeki nationals coming from Dubai in the..cont..6",1
,
"📍 15 minutes to Downtown Dubai
📍 20 minutes to Dubai Mall
📍 25 minutes to DXB International Airport

Contact us on +971506312878  or send us an email to office@imobiliaredubai.ae

#ImobiliareDubai #AstonMartin #LuixuryRealEstate #DubaiProperties #Luxury #UAE",0
,
"@EtihadHelp @AUH formal trouser (not something small) goes missing at the airport &amp; it can't be found. gave precise time was there, area was in, the brand &amp; color etc. not a good experience. checked with hotel in dubai. there's logically nowhere the trouser can go unless it walks",1
,
"World's best airports ranked. 

(I went thru Istanbul to/from the Red Sea in September and I thought it was fantastic but I am surprised Dubai isn't on here too. Far better than SFO IMO.)

https://t.co/VQ4jnRG3bh",1
,
"Flight Number #EK002 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/vLGyBLezXA",0
,
"Registration to visit Airport Show 2023 and its co-located events, Airport Security Middle East, ATC Forum is now open!

Secure your pass here https://t.co/4JQXfGSRlC

#AirportShow #AirportShow2023 #Innovation #Sustainability #Automation #AirMobility #Dubai #RXEvents https://t.co/7m1tKBuqJa",1
,
@DeborahClaireUK We're about half an hour from Dubai airport at the moment and we're having the wrong weather for contrails. Not a single one all week.,-1
,
"Rakhi Sawant Breaks Down At The Airport After Inaugurating Her Academy In Dubai, Paps Remind Her “Aapne Yehin Pe Adil Par Phool Barsaye The”; Netizens React https://t.co/wIUx7xrPM2",0
,
"Flight Number #BA107 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/d7tvsbEfMq",0
,
"@ThePosieParker Tip: for next Australian trip, dont worry with shortest flight. Do a 2 night stopover somewhere (eg Dubai),,stay in an airport hotel, let your body clock adjust a bit, and see some more of the world. Perth-London can be done in 2 quite civilised sections. Sleep &amp; shower between",0
,
"Flight Number #EK008 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/bYCF0rK7ms",0
,
"The Nepal Men's National Cricket Team is arriving at the Tribhuvan International Airport, Kathmandu today at 6 PM after participating in the #CWCL2 tri series in Dubai, UAE. We request you to be there to welcome the team at the airport.

#weCAN https://t.co/OA6IM4OFvr",1
,
"Dubai International Airport Terminal 3 is an airport terminal at Dubai International Airport serving Dubai, UAE. When completed and opened on 14 October 2008, it was the largest building in the world by floor area and is currently the world's largest airport terminal. https://t.co/rWm2uNHB2B",0
,
"@AltGemsAlert $WTK is without doubt worthy of consideration!! Global expansion, multiple partners - one being the Dubai Airport Duty Free which will be officially announced soon.
Potential is enormous - 5m MC 👀👀",1
,
"People here crying for views and counts   meanwhile abdu from dubai airport showing bird in live🤭😆
#AbduRozik #ShivThakare https://t.co/fFqYwG3HYi",-1
,
This has actually happened to me at Dubai airport before and a couple of times when I was trying to find my way in london 😂 https://t.co/2rPyp7wZSl,0
,
"Mr Mustafa would then need to show authorities here  at ORTIA that UAE declaration document which would then be accompanied by one issued by SARS officials at airport. If no  records exist in SA,  it may mean Mr Mustafa did not declare funds on exiting Dubai &amp; may face sanction",-1
,
Me listening to Wildflower playing at Dubai airport https://t.co/tYIOwzSfn9,0
,
"@mannagarwal720 @dinpaltu @handyzoilist @Ravisutanjani Why should all people use Delhi airport from 100's of kilometers ?
Literally all Punjabi's use Delhi airport for international travel a lot of decentralization is needed.
Noida airport is built in size to be a transit hub in asia pacific like Dubai &amp; London as we don't have any.",0
,
"Flight: #BAW106
Reg: G-ZBJH
Oper: British Airways
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: Boeing Company, BOEING 787-8 Dreamliner
Heading: W
Speed: 236.3 mph @ 5075 ft
Squawk: 3240
Seen: 05:56:25 #AfterHours #Landing #LHR #AircraftSE1 https://t.co/BJijCVxeeF",0
,
@EmiratesSupport Can you please confirm the pick up point location in Abu Dhabi for transit to Dubai Airport?,0
,
"I arrived safely at Dubai International Airport🎶 Seeing Dubai from the sky was so beautiful✨ And there are so many cool shopping areas in the airport, which was so wonderful😆💕
I'm leaving for Düsseldorf Airport now🛩 I’m really looking forward to Germany😊🎶 https://t.co/SSH05H0ZiZ",1
,
"Rakhi Sawant reveals getting new house in Dubai on latest visit, gets emotional as she recalls welcoming Adil at airport https://t.co/vkDgn2GeXA",1
,
"Rakhi Sawant reveals getting new house in Dubai on latest visit, gets emotional as she recalls welcoming Adil at airport https://t.co/aJo3gN7oJ1",1
,
"Rakhi Sawant reveals getting new house in Dubai on latest visit, gets emotional as she recalls welcoming Adil at airport
https://t.co/hzQkaKKgpu",1
,
YVES ISNT ALLOWED AT THE AIRPORT UNSUPERVISED ANYMORE. LOOK AT THIS FFS (dubai mcd0nalds hits tho) https://t.co/C8Uj7jyccR,0
,
I'm at Dubai International Airport in Dubai https://t.co/qTpsPg1pte,0
,
Arrived at Dubai International Airport https://t.co/9MMnmDXWUm,0
,
@skamille I highly recommend the airport hotel inside the dubai airport.,1
,
Dubai Airport. Bangkok and Koh Samui ahead. My ass already feels like it took some pounding. X.x,0
,
"Flight Number #EK006 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/qQ1A20SVMP",0
,
"Flight Number #BA105 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/vYH4eBxjVi",0
,
"Flight Number #BA109 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/0DLOssiScK",0
,
"Flight Number #EK004 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/X8vzlQabeN",0
,
I miss the days of Emirates perks 😪 would call my sis at 7am like ‘book me on the 13:30 flight please’ .. pack a bag rush to the airport &amp; wait on standby.. then have a ball in Dubai all for £190 return. What a time😅,0
,
"Flight: #UAE4CK
Reg: A6-EOT
Oper: Emirates Airline
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: Airbus, Airbus A380 861
Heading: W
Speed: 0.0 mph @ 3675 ft
Squawk: None
Seen: 19:41:04 #Landing #LHR #AircraftSE1 https://t.co/WYwrDDaMYp",0
,
"Flight Number #EK032 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/D4k7qk34V0",0
,
"Flight: #UAE70M
Reg: A6-EVE
Oper: Emirates Airlines
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: A380-842
Heading: S
Speed: 0.0 mph @ 5525 ft
Squawk: 3220
Seen: 18:47:08 #Landing #LHR #AircraftSE1 https://t.co/JHSfKDwxzM",0
,
#Vikraman @RVikraman spoke with a social worker based in Dubai who confirmed with the authorities that Murugan’s body will reach Trivandrum airport on 8th March by air India flight. #AramVellum #AramVellumLegalaid #bringbackmurugan https://t.co/k7mzsv1quv,1
,
#Vikraman @RVikraman spoke with a social worker based in Dubai who confirmed with the authorities that Murugan’s body will reach Trivandrum airport on 8th March by air India flight. #AramVellum #AramVellumLegalaid #bringbackmurugan https://t.co/qZrheDJsKF,1
,
"SIC basis with buffet dinner 
-Deira Dhow Cruise with Buffet dinner on SIC basis 
-Half Day Dubai city tour on SIC basis 
-Return Dubai international airport transfers terminal 1/2 &amp; 3

Note:

-Single room supplement available
-VISA is only Ks. 10,500 (US$ 100 dollars)
-Only",1
,
"outside Dubai International Airport by Elyzza Tours staff
-4 nights’ accommodation in a 4 star hotel (Either: Riviera Hotel/ Jacob’s Garden Hotel/ Coral Dubai Deira/ Al Majaz Premiere Deluxe/ J5 Rimal/ Raviz Center Point) 
-Daily breakfast at hotel from day 2 
-Desert safari on",1
,
"Vikraman spoke 
with a social worker 
based in Dubai 
who confirmed with the authorities that Murugan’s body will reach Trivandrum airport on 8th March by air India flight.

@RVikraman
#bringbackmurugan
#AramVellumLegalAid
#AramVellum
#Vikraman 
#vaathivikraman
#அறம்வெல்லும் https://t.co/AGmUMa3d45",1
,
#Vikraman @RVikraman spoke with a social worker based in Dubai who confirmed with the authorities that Murugan’s body will reach Trivandrum airport on 8th March by air India flight. #AramVellum #AramVellumLegalaid #bringbackmurugan https://t.co/bfYKonivDg,1
,
@lasimisal you want me to be posted at DXB airport with a “welcome to dubai” sign,1
,
"📍 10 min to Dubai Marina 
📍 20 min to Downtown Dubai 
📍 15 min to JBR 
📍 25 min to Dubai International airport 

Contact us on +971506312878 or send us an email to office@imobiliaredubai.ae

#ImobiliareDubai #SobhaVerde #LuxuryRealEstate #DubaiProperties #Luxury #UAE",0
,
"Flight: #UAE4PY
Reg: A6-EOJ
Oper: Emirates Airline
Route: DXB-LHR Dubai International Airport to Heathrow Airport
Type: Airbus, A380 861
Heading: SW
Speed: 227.1 mph @ 4675 ft
Squawk: 3220
Seen: 16:25:56 #Landing #LHR #AircraftSE1 https://t.co/vA6oVAgI8H",0
,
"Antonov Airlines🇺🇦 An-124-100 from Al Maktoum Intl Airport, Dubai🇦🇪 has entered Pakistan🇵🇰 

#MZFT https://t.co/9AI7W6nBwi",0
,
"Flight Number #EK030 From #LHR (London Heathrow) to #DXB (Dubai International Airport) has departed
 You can track this flight on ADSB-Exchange using this link: https://t.co/ddg191ScEq",0
,
"Punjab | Customs intercepted 11 bags containing 2,60,400 'Made in Korea' cigarettes worth Rs 29.5 lakhs, at Amritsar Airport, from SpiceJet flight coming from Dubai. Further probe underway: Customs https://t.co/YldmmVVe3h",1
,
Women's Day in UAE: Meet the Emirati woman who founded Dubai Airport's legal department https://t.co/vt16IuaEAR https://t.co/qD1EqmgnQ6,1
,
"Traveling should be an enjoyable experience for everyone, including the elderly. Get reliable airport assistance services with us.
#Travel #AirportAssistance #ElderlyCare #Conceirge #MeetAndGreet #Dubai #Singapore #NewYork #Jeddah #Dallas https://t.co/S7MdNTYgYr",1
,
"The Pad by OMNIYAT is ready to move in. 

📍Burj Khalifa District, Dubai 
⚡6 minutes away from Dubai Mall
⚡8 minutes away from Downtown, Dubai
⚡15 minutes away from Dubai International Airport (DXB)
⚡19 minutes to Burj Al Arab
⚡20 minutes to Palm Jumeirah https://t.co/elNiYUa5H5 https://t.co/ARvwb6iLQw",1
,
"Airport shots! 🥰

Manila and Dubai with Alden 🖤

@aldenrichards02 
#ALDENisETHAN 
#HELLOLoveGoodbye 
#ALDENRichards https://t.co/702kIFbG1e",0
,
@riachi_jean 1979 smallest airport in Dubai till The Sheraton Hotel it was an area covered with sand .,0
,
"PUNJAB | CUSTOMS INTERCEPTED 11 BAGS CONTAINING 2,60,400 'MADE IN KOREA' CIGARETTES WORTH RS 29.5 LAKHS, AT AMRITSAR AIRPORT, FROM SPICEJET FLIGHT COMING FROM DUBAI. FURTHER PROBE UNDERWAY: CUSTOMS 
#ANI",1
,
